ID,Yoruba,English
ID_wzvqgIAJ,Àkótán àwọn àkọsílẹ̀ iṣẹ́,Summary logs
ID_xAKsfHtW,"Pátá-pátá; là ń fọ́jú, kùm̀bọ̀-kumbọ là ń dẹ́tẹ̀; ojú à-fọ́-ì-fọ́-tán ìjà ní ń dá sílẹ̀.","One's blindness should be absolute, and one's leprosy should pervade the whole body; half-blindness only brings dissensions."
ID_xAPULquD,"Àjọ tó ń rí si eré-ìdárayá bọ́ọ̀lù àfẹsẹ̀gbá lórílẹ̀-èdè Nàìjííríà, NFF sọ pé, ìpàdé àwọn tọ́rọ̀ kàn gbọ̀ngbọ̀n nínú Àjọ tó ń rí sí bọ́ọ̀lù àfẹsẹ̀gbá lágbàáyé, FIFA yóò wáyé nílùú Ékó, lórílẹ̀-èdè Nàìjííríà, èyí tí yóò jẹ́ ìpàdé kejìlá irúfẹ́ ìpàdé ọ̀hún báyìí, 12 FIFA Executive Football Summit (EFS).","The Nigeria Football Federation has confirmed that FIFA will hold one of their 12 FIFA Executive Football Summit (EFS) meetings in Lagos, Nigeria."
ID_xAsdePPC,Èyí kò dùn mọ́ ọ̀pọ̀ àwọn ọmọ ìlú nínú.,That doesn't sit well with citizens.
ID_xBQJuKbR,"Ó dá wa lójú pé Jèhófà ò ní fi í sílẹ̀, àtàwọn Ẹlẹ́rìí Jèhófà tó lé ní ẹgbẹ̀rún lọ́nà ọgọ́rùn-ún méjì (200) tí wọ́n fẹ̀sùn ìwà ọ̀daràn kàn ní lórílẹ̀-èdè Rọ́ṣíà.​—Sáàmù 27:1.","We are assured that Jehovah will continue to sustain him, as well as the more than 200 Jehovah’s Witnesses in Russia facing criminal charges.—Psalm 27:1."
ID_xBuYFGix,"Ọjọ́ tíìlùú bá ń lu onílù, iṣẹ́ mìíràn-án yá.",The day the drum begins to beat the drummer is the day he should seek another employment.
ID_xBxOHrZl,"Ní April 2019, ìkẹ́kọ̀ọ́ Bíbélì tí wọ́n ṣe fẹ́rẹ̀ẹ́ tó ẹgbẹ̀rún lọ́nà ọgọ́rùn-ún méjì (195,600).","In April 2019, more than 195,600 Bible studies were being conducted."
ID_xCxIuKoC,"Ayé ń lọ, à ń tọ̀ ọ́.","The world goes forth, and we follow."
ID_xDAuqYcQ,Àwọn alábòójútó àyíká àti àwọn alàgbà ìjọ ń lọ bẹ àwọn tọ́rọ̀ náà kàn wò kí wọ́n lè fún wọn níṣìírí.,Circuit overseers and local elders are shepherding those affected by the storm.
ID_xDCvsQFy,Èròńgbà ìjọba Nàìjíríà láti ṣe àfikún ètò ìṣúná owó kò leè wá sí ìmúṣẹ nígbà tí ọ̀gọ̀rọ̀ àwọn agbègbè tí wọ́n fẹ́ kí wọ́n jẹ̀gbádùn àwọn mùdùnmúdùn wọ̀nyí ṣì ń dojúkọ ìdènà sí ìforúkọsílẹ̀.,The Nigerian government’s aim of financial inclusion cannot be met when many of the very communities they seek to include face barriers to registration.
ID_xDMuceho,"Ibi tó jẹ́ ojúkò àgọ́ ìṣẹ́niníṣẹ̀ẹ́ ní Ravensbrück tó ti wá di ibi tí wọ́n ń kó àwọn nǹkan ìṣẹ̀ǹbáyé sí ti ṣe ètò kan tí wọ́n máa fi hàn ní àwọn ìlú káàkiri. Àkọlé ètò náà ni “Wọ́n Fòfin De Àwọn Ẹlẹ́rìí Jèhófà, Wọ́n sì Ṣe Inúnibíni sí Wọn ní Àgọ́ Ìṣẹ́niníṣẹ̀ẹ́ Ravensbrück àti Láwọn Ilé Ẹ̀wọ̀n Míì ní GDR.” Àfihàn náà jẹ́ ká rí bí wọ́n ṣe fìyà jẹ àwọn Ẹlẹ́rìí Jèhófà ní Jámánì lábẹ́ ìjọba Násì (1933-1945), lábẹ́ ìjọba German Democratic Republic (ìyẹn GDR tàbí East Germany; lọ́dún 1949 sí 1990) àti lábẹ́ ìjọba Weimar Republic (lọ́dún 1918 sí 1933).","The Ravensbrück Memorial Site has organized a traveling exhibition entitled “Forbidden and Persecuted—Jehovah’s Witnesses in the Ravensbrück Concentration Camp and in the Penitentiaries of the GDR.” It highlights the difficulties that Jehovah’s Witnesses faced in Germany under the Nazi regime (1933-1945) and the German Democratic Republic (GDR or East Germany; 1949-1990), as well as the Weimar Republic (1918-1933)."
ID_xDTpRnsB,O dẹ̀ la ẹnu sọ pé ìṣẹ́jú méta,And you even opened up your mouth to say three minutes
ID_xDYxGnsQ,"Aṣojú kan láti ẹ̀ka ọ́fíìsì tún bẹ àwọn ará tọ́rọ̀ kàn wò, ó sì fi ọ̀rọ̀ Ọlọ́run gbé wọn ró.",A branch representative also visited the affected brothers and provided spiritual encouragement.
ID_xDbaGpDj,"Ẹ̀wẹ̀, ìrètí yóò wà pé Ronald Koeman yóò ran ikọ̀ náà lọ́wọ́ láti pegedé fún ìdíje Euro 2020, bákan náà ìdíje àgbááyé ọdún 2022 lórílẹ̀-èdè Qatar.","He will be expected to help the Dutch qualify for Euro 2020 and the World Cup in Qatar two years thereafter, reviving the team’s fortunes in the process."
ID_xDcWGoyZ,Ẹní bá ríkun nímú ọlọ́jà ní ń fọn ọ́n.,Whoever sees mucus in the nose of the king is the one who cleans it.
ID_xDgRNgJO,"Áwọn Ẹ̀ka Ọ́fíísì Tó Wá: Ajẹntínà, Belgium, Bolivia, Central America, Kòlóńbíà, Cuba, Kazakhstan, Korea, Moldova, Myanmar, Poland, Sípéènì, Amẹ́ríkà","Invited Branches: Argentina, Belgium, Bolivia, Central America, Colombia, Cuba, Kazakhstan, Korea, Moldova, Myanmar, Poland, Spain, United States"
ID_xFMSyFBK,"Ẹnìkan lára àwọn tí a fọ̀rọ̀ wá lẹ́nu wò sọ pé ""Bẹ́ẹ̀ ni, àwọn ilé ìfowópamọ́sí ní ọ̀rọ̀ alálàyé-aṣàfihàn nípaà mi... àwọn Àjọ tó ń ṣàkóso Èbúté Omi ní orílẹ̀-èdèe Nàìjíríà náà ń rí ọ̀rọ̀ alálàyé-aṣàfihàn nípa wa"".","One interviewee stated, “Yes, banks have access to my information... and Nigeria Ports Authority have access to our information”."
ID_xFPrmBes,A kì í dá ẹrù ikùn pa orí.,One does not weigh the head down with a load that belongs to the belly.
ID_xFdUOivf,Àgbàdo kì í ṣe èèyàn; ta ní ń rí ọmọ lẹ́yìn eèsún.,The maize plant is not human; who ever saw children on the back of elephant grass?
ID_xFpqmVOH,Ọ̀-jẹ-wọ̀mù-wọ̀mù-kú-wọ̀mù-wọ̀mù lorúkọ tí àpà ń jẹ́.,One-who-eats-recklessly-and-dies-recklessly is the name one calls a wasteful person.
ID_xFrZdLGS,"Ní báyìí ná, ó dá wa lójú pé Jèhófà máa bù kún gbogbo ìsapá wọn láti rí i pé ìhìn rere Ìjọba Ọlọ́run dé àwọn ibi tó jìnnà jù lọ lápá àríwá orílẹ̀-èdè Kánádà, tó jẹ́ ọ̀kan lára ibi tó jìnnà jù lọ ní ayé!​—Ìṣe 1:8.","In the meantime, we know that Jehovah will bless their diligent efforts to bring the good news to the northernmost regions of Canada—one of the most distant parts of the earth!—Acts 1:8."
ID_xFriRMGB,"Nínú ìwẹ́ àtẹ̀jáde tí àarẹ Muhammadu Buhari kọ sí orílẹ̀ èdè méjéèjì náà, ààrẹ ni"": “orílẹ̀ èdè Nàíjíríà ba ẹyin ati àwọn ènìyàn ti ìjàm̀bá omíyalé àti ilẹ̀ rírì náà sẹlẹ̀ sí kẹ́dùn púpọ̀""","Buhari noted that “emergency management response is one of Africa’s biggest challenges of development, and we should work together to find a common strategy to minimise the human and economic impacts of these catastrophes.”"
ID_xGAVHDHD,"Oyetola ní, ohun jẹ́ kí ètò ìṣúná náà wà ní ìbámu pẹ̀lú bí ètò ọrọ̀ ajé ìpínlẹ̀ náà se rí lásìkò yìí, lọ́nà àtimú ètò ìsúná náà wá sí ìmúsẹ.","Oyetola, who described the size of the budget as the most realistic, said the government would stop at nothing to ensure its full implementation."
ID_xGIGHrjS,Àkúnya Omi Ṣọṣẹ́ ní Apá Ìlà Oòrùn Sípéènì,Severe Flooding Causes Devastation in Eastern Spain
ID_xGYVThyq,"Torí náà, ẹ sọ fún mi, ọlọ́pàá mélòó lẹ lérò pé ó wà nínú kabúkabú yìí?","So, tell me, how many policemen do you think are on this taxi?"
ID_xGqwXUdB,"Pẹ̀lú àbá àwọn ìjọba láti ṣe àfikún ìṣúná owó, àti mímú kí ìrànlọ́wọ́ ó kárí, ìwádìíi wa fi hàn pé àwọn ìdánimọ̀ abẹ́rọ-ayárabíàṣá-ṣiṣẹ́ wọ̀nyí kòì tíì dé apá ọ̀dọ̀ ọ̀pọ̀ àwọn èèyàn ní ìgbèríko níbi tí wọ́n ti nílò ìrànwọ́.","Despite the government’s goals of financial inclusion and aid distribution, our research shows that these IDs have not reached many people in rural areas in need of aid."
ID_xHWwjtut,"Baálẹ̀ gbóríyìn fún Gómìnà Sanẃó-Olu, Alaga Dainland Abilékọ Ọmọlọlá Essien àti Ọ̀gbẹ́ni Adekanye fún àdúrótì wọn lórí ètò yìí.","The traditional ruler commended Governor Babajide Sanwo-Olu, Chairman Lagos Mainland Local government Mr Omolola Essien and Mr. Oladele Adekanye for their support for the programme."
ID_xIINjRMm,Olóòlà kì í kọ àfín.,The facial scarifier does not scarify an albino's face.
ID_xIKhOOFn,Ẹ̀ka ọ́fíìsì wa ní Ọsirélíà ròyìn pé akéde méjìdínlọ́gọ́ta (58) láti ìjọ mẹ́ta ni omíyalé yìí mú kí wọ́n lọ máa gbé lọ́dọ̀ àwọn mọ̀lẹ́bí wọn tàbí àwọn ará.,"The Australasia branch reports that, as a result of the flooding, 58 publishers from three congregations needed to relocate to the homes of family members or other Witnesses."
ID_xIYaMZqm,"Bí a kò ṣe ọdẹ rí, a kò lè mọ ẹsẹ̀ẹ kò-lọ-ibẹ̀un.","If one has never hunted, one would not know the tracks of “it-did-not-go-that-way.”"
ID_xIagUIeZ,Àdúrà wa ni pé kí Jèhófà wà pẹ̀lú Arákùnrin Dennis Christensen àti ìyàwó rẹ̀. Kó sì tún dúró ti gbogbo àwọn ará wa lórílẹ̀-èdè Rọ́ṣíà.—1 Pétérù 3:12.,"We will continue to pray that Jehovah give his unfailing support to Dennis Christensen, his wife, and all of our fellow worshippers throughout Russia.—1 Peter 3:12."
ID_xIgYyxDj,Ẹ mọ̀ bẹ́ẹ̀?,You know that?
ID_xIlsIZBk,Mi ò fẹnukonu,I am not kissing
ID_xIqHtwir,Àràbà ńlá fojú di àáké.,The huge sik-cotton tree belittles the axe.
ID_xJMEphCP,"tí ó mọ́ gaara nípa iṣẹ́ wọn (àti àṣìṣe wọn),","are generally transparent about their operation (and their failings),"
ID_xJWgEOOz,Ẹ ṣẹun sà..,Thank you sir
ID_xJbWQTUb,"Àwọn Ẹlẹ́rìí Jèhófà tó wà ní àgọ́ ìṣẹ́niníṣẹ̀ẹ́ nígbà yẹn máa ń ní àmì onígun mẹ́ta aláwọ̀ àlùkò lára aṣọ wọn Ní May 10, 2019, àwọn aláṣẹ ìjọba, àwọn òpìtàn, àwọn akọ̀ròyìn, àti ọ̀pọ̀ àlejò míì wá síbi ètò kan tí wọ́n ti ṣí aṣọ lójú àmì tí wọ́n ṣe ní ìrántí ọ̀pọ̀ àwọn ará wa lọ́kùnrin àti lóbìnrin tí ẹgbẹ́ òṣèlú Násì àti Ìjọba Aláṣẹ Oníkùmọ̀ ṣe inúnibíni sí.","Jehovah’s Witnesses in concentration camps wore the purple triangle on their uniforms On May 10, 2019, government officials, historians, journalists, and hundreds of other visitors attended the unveiling ceremony of a commemorative plaque in honor of the thousands of our brothers and sisters who were persecuted by Nazis and Fascists."
ID_xJkVXkMF,--- A ó mójútó ètò ààbò àti àlàáfíà nílẹ̀ Afrika: Buhari.,--- President Buhari restates desire for stability in West Africa
ID_xKFIWLLQ,"A mọ́ dájú bí ọṣẹ pé, ọ̀run ń bẹ, a sì mọ̀ wípé ọ̀run ti ń bẹ kí ayé ó tó mọ́ ọ bẹ, a ò lá ò mọ̀ wípé ẹ̀mí kan ń bẹ tó ju ẹ̀míkẹ́mìí lọ, a mọ̀ pé ní ọ̀run ni ibùdóo Rẹ̀.","We are certain, there is heaven, we also know that heaven existed before earth came to being, we do not say that we do not know that there is a soul mightier than all souls, we know heaven is his resident."
ID_xKbHdNEr,Èèyàn mẹ́tàlélọ́gbọ́n (33) ló sì ṣe ìrìbọmi.,A total of 33 were baptized.
ID_xKtVScjJ,"Akéde kan sọ pé: “Mo mọ̀ pé Bíbélì Telugu yìí máa ran àwọn tó bá kà á lọ́wọ́ láti túbọ̀ rí i pé Jèhófà nífẹ̀ẹ́ wọn gan-an!” Ó ṣe kedere pé Bíbélì tuntun tá a mú jáde lédè Telugu yìí máa ran àwọn tó bá kà á lọ́wọ́ láti ‘tọ́ Jèhófà wò, kí wọ́n sì rí i pé ẹni rere ni.","One publisher expressed, “I feel that the Telugu Bible will help readers to feel Jehovah’s love like never before!” Clearly, this new translation in the Telugu language will help readers to “taste and see that Jehovah is good."
ID_xLBvJYvS,"Nínú ọ̀rọ̀ rẹ̀, ó ní àwọn ènìyàn méjìlélógún tí wọ́n fi Ọkọ̀ pàjáwìrì gbé níbi ìṣẹ̀lẹ̀ ọ̀hún ni wọ́n gbé ènìyàn mẹ́sàn án sí LASUTH, tí méjìlá sì wà ní ẹka ìjàmbá iná Gbàgádà General Hospital tí ẹ̣nìkan sì wà ni Àlímòṣọ́ General Hospital.","According to her, out of the 22 victims rescued by the Lagos State Ambulance Service, nine were taken to LASUTH, 12 to Trauma and Burns Unit of Gbagada General Hospital and one to Alimosho General Hospital."
ID_xLFNibof,"Ẹ̀wẹ̀, àmì-ayò méjì wáyé láti ọwọ́ Zakaria Hadraf, bẹ́ẹ̀ sì ni Walid El Karti àti Ayoub El Kaabi gbá àmì-ayò kọ̀ọ̀kan wọlé.",A brace from Zakaria Hadraf and a goal each from Walid El Karti and Ayoub El Kaabi was all the Moroccans needed to win their first major continental title since the 1976 Africa Cup of Nations.
ID_xLVUDTAd,"Bí alẹ́ bá lẹ́, bọnnọ-bọ́nnọ́ a rẹ̀wẹ̀sì.","When night falls, bọnnọ-bọ́nnọ́ goes limp."
ID_xLqhnsrb,"Pẹ̀lú ìdájọ́ yìí, Ilé Ẹjọ́ Ẹ̀tọ́ Ọmọnìyàn ti Ilẹ̀ Yúróòpù ń sọ fún gbogbo ayé pé òun máa fìyà tó tó ìyà jẹ orílẹ̀-èdè èyíkéyìí tó bá tẹ òfin ẹ̀tọ́ ọmọnìyàn àgbáyé lójú.","With this decision, the ECHR sends a clear message that it is willing to heavily penalize a country for violating international human rights laws."
ID_xLvBHwaO,"(Jòhánù 13:​34, 35) A mọ̀ pé Jèhófà á túbọ̀ máa gbé àwọn ará wa ró lásìkò wàhálà yìí.","(John 13:34, 35) We know that Jehovah will continue to sustain our brothers during this ordeal."
ID_xMHZasSN,"Ẹ̀kẹfà, má ṣe gbó o lẹ́nu nígbà kankan, rí i wípé ò ń wàásù ìfẹ́ àti àlàáfíà nígbà tí aáwọ̀ bá dé kí àwọn èèyàn má lọ máa fura sí ọ nígbà tó bá ti kú.","Sixthly, do not ridicule your husband at any time, make sure that you preach love and peace when there is an argument so that people will not suspect you after his death."
ID_xNEhLmff,"Kí á tó bí ọmọdé, ẹnìkan là ń bá ṣeré.","Before the child was born, one had someone as a playmate."
ID_xNPkhSzf,Abala kẹtàlélógún,Article 23
ID_xNQStoKW,"Ní inú ẹ̀gún, ní inúu gọ̀gọ̀, ọmọ ayò a ṣara bòró.","In the midst of thorns, in the midst of crooked twigs, the ayò seeds remain smooth."
ID_xNYogEIV,Ìṣẹ̀lẹ̀-àtẹ̀yìnwá kúkúrú lórí onímọ̀-ìṣúná Elinor Ostrom àti àwọn òfin ìpilẹ̀ 8 fún ìṣàkóso àjọṣegbogboènìyàn kan tí ó ti filélẹ̀,A short history of economist Elinor Ostrom and the 8 principles for managing a commons that she has established
ID_xNsIxpBw,"Mínístà fún ètò ìdájọ́ lórílẹ̀ èdè Nàíjíríà, Abubakar Malami ní yóò máa tọwọ́bọ ìwé àdéhùn ọ̀hún lórúkọ orílẹ̀ èdè Nàíjíríà, ni ó ti fi orílẹ̀ èdè Nàíjíríà sílẹ̀ lọ sí orílẹ̀ èdè America, lọ́jọ́ Àìkú.","The Attorney-General of the Federation (AGF) and Minister of Justice, Abubakar Malami, SAN, is expected to sign on behalf of the Federal Republic of Nigeria, he has departed Nigeria to United States-Nigeria on Sunday"
ID_xODPXdAH,"Ààrẹ Muhammadu Buhari gbàlejò ife-ẹ̀yẹ ìdíje bọ́ọ̀lù àgbááyé, lẹ́yìn tí ife-ẹ̀yẹ ọ̀hún balẹ̀ sílùú Abuja tí ń ṣe olú-ìlú Nàìjíríà lọ́jọ́ru (Wednesday).",President Muhammadu Buhari on Wednesday received the FIFA World Cup in Abuja as the world trophy tour made a stop in Nigeria.
ID_xObWxMTg,Ìjọba ìpínlẹ̀ Kano ti ṣe ìtọrẹ mílíọ́nù mẹ́tàlá ààbọ̀ náírà (N13.5m) fún ikọ̀ agbábọ́ọ̀lù mọ́kànlélógójì (41) tí wọ́n fi ìpínlẹ̀ náà ṣe ibùgbé.,Kano State Government has donated N13.5m to 41 Nationwide Football League One clubs in the state.
ID_xOhOZTAJ,"A nígbàgbọ́ pé bí Jèhófà ṣe tú Cecilia nínú, bẹ́ẹ̀ náà láá máa tu gbogbo wa nínú láìka onírúurú ìpọ́njú tó lè dé bá wa sí.​—2 Kọ́ríńtì 1:4.",We trust Jehovah will continue to comfort all of us in our various trials just as he has done for Cecilia.—2 Corinthians 1:4.
ID_xOikUGLF,"Tí ìwádìí náà bá ṣì ń bá a lọ, tí ilé ẹjọ́ sì dá wọn lẹ́bi, wọ́n lè bu owó ìtánràn lù wọ́n tàbí kí wọ́n rán wọn lẹ́wọ̀n.","If the investigations continue and the courts find them guilty, they could face heavy fines or imprisonment."
ID_xOkwCtOZ,Ìgbìmọ̀ Ẹ̀ka Benin tó ń bójú tó iṣẹ́ wa ní Tógò ti ṣètò pé kí alábòójútó àyíká àtàwọn alàgbà pín àwọn nǹkan táwọn ará wa lè lò fún wọn.,"The Benin Branch Committee, which oversees the work in Togo, has arranged to distribute necessary relief supplies through the circuit overseer and local elders."
ID_xPegfwuE,"Ó ju ẹgbẹ̀rún kan ó lé ọgọ́rùn-ún mẹ́ta (1,300) èèyàn tí ìmìtìtì ilẹ̀ náà àti omíyalé tó tẹ̀ lé e pa, púpọ̀ lára wọn ló ń gbé ní ìlú Palu ní àárín erékùṣù Sulawesi.","The earthquake, and a tsunami that followed, has killed over 1,300 people, the majority of whom were in the city of Palu in Central Sulawesi."
ID_xPjzyRSB,Àyẹ̀wò àkọ́kọ́ tí wọ́n ṣe fi hàn pé Gbọ̀ngàn Ìjọba mẹ́rìnlélógójì (44) ló bà jẹ́.,Initial assessments also indicate that 44 Kingdom Halls have been damaged.
ID_xQAPAMiw,"Ìlànà tí wọ́n fi kọ Bíbélì Christian III ni wọ́n lò nínú èdè Danish, kódà ọ̀rọ̀ inú ẹ̀ ti di ara èdè tí ọ̀pọ̀ lára àwọn ará Àríwá Yúróòpù ń lò báyìí.","The Christian III Bible helped to standardize the Danish language, and it had a significant impact on a large part of Northern Europe."
ID_xQPxkKcd,Àgbá òyì-iná náà ò ṣiṣé dáadáa tó.,The oxygen tanks didn't quite work right.
ID_xQiURMch,"""Bá a ṣe sọ nínú ìròyìn tó jáde ní February 6, 2019, Ilé Ẹjọ́ Agbègbè Zheleznodorozhniy nílùú Oryol ti rán Arákùnrin Dennis Christensen lọ sí ẹ̀wọ̀n ọdún mẹ́fà torí pé ó ń jọ́sìn pẹ̀lú àwa Ẹlẹ́rìí Jèhófà.","""As was announced on February 6, 2019, the Zheleznodorozhniy District Court of Oryol sentenced Dennis Christensen to six years in prison for engaging in peaceful worship."
ID_xQpxAOCH,"Ọ̀pọ̀lọ́ lejò ń bùjẹ, tí à ń wí pé ilẹ̀ẹ́ rorò?",Is it because a snake is biting a toad that one says the earth portends disaster?
ID_xRRKbkdI,Ikọ̀ tí ò mọ iṣẹ́ẹ́ jẹ́ ní ń jẹ́ ẹ lẹ́ẹ̀mejèe.,It is the messenger who does not know how to deliver a message properly that delivers it seven times over.
ID_xRikzTIk,"Ọjọ́ tí alákàn-án ti ń ṣepo, kò kún orùbà.","In all the days the crab has been making oil, it has not filled a pot."
ID_xRilNarW,"Ọmọ ẹni ẹlẹni ò jọ ọmọ ẹni; ọmọ eni ìbá jiyán, ọmọ ẹni ẹlẹ́ni a jẹ̀kọ.","Other people's children are not like one's own; when one's child eats pounded yams, other people's children will eat corn meal loaf."
ID_xRxfiRrP,Kò sí aláásáà tí ń ta ìgbokú; gbogbo wọn ní ń ta oyin.,There is no snuff seller who will advertise her ware as awful; they all say they are selling honey.
ID_xSTYsgXZ,Abala kejìdínlógún,Article 18
ID_xTFKGRvZ,"Ohun tó ṣẹlẹ̀ sí mi yìí ti jẹ́ kí n rí i pé ó yẹ kí n gbára lé Jèhófà pátápátá, kí n má sì máa da ara mi láàmú ju bó ṣe yẹ lọ nítorí inúnibíni.",This personal experience helps me to trust in him more fully and to not worry excessively about persecution.
ID_xTFioUcG,"Àrùn COVID-19 tó gbòde kan yìí kò fẹ́ mú nǹkan rọrùn fáwọn tó ń ṣiṣẹ́ ní ọ́fíìsì àwọn atúmọ̀ èdè (RTO) mọ́kànlá, níbi tí wọ́n ti ń túmọ̀ àwọn ìtẹ̀jáde wa sí èdè mẹ́rìndínlógójì (36).","The COVID-19 pandemic has created unique challenges for the 11 remote translation offices (RTOs) in India, which translate our publications into 36 languages."
ID_xTeKskHm,Òògun atunilára àti ìtọ́jú alágbára -- ẹ wo àpamọ́ yẹn?,Anesthesiology and critical care -- look at that bag.
ID_xUHLXDSk,"Bí sòbìyà yó bàá degbò, olúgambe là á wí fún.","If guinea worm is becoming an ulcer, one should inform olúgambe."
ID_xUNKEEJn,"Ortom gbé àbádòfin ètò ìsúná lọ síwájú ìgbìmọ̀ asojú ìpínlẹ̀ náà ní ọjọ́ kejìlá, Osù kọkànlá.","Ortom had on Nov. 12, 2019, presented the 2020 budget estimates to the state House of Assembly for approval."
ID_xUeKaiqd,àti ewé tí ò ní àbàwọ́n irin wúwo bí?,and a leaf not contaminated by heavy metals?
ID_xUumbLDX,"Kí á tó mọ̀ pé kíjìpá kì í ṣe awọ, ó di ọdún mẹ́ta.","Before one realizes that tough hand-woven cloth is not leather, three years will have passed."
ID_xVaveYQQ,A kò gbọdọ̀ túmọ̀ ohunkóhun nínú ìkéde yìí gẹ́gẹ́ bí ohun tí ó fún orílẹ̀‐èdè kan tàbí àkójọpọ̀ àwọn ènìyàn kan tàbí ẹnìkẹ́ni ní ẹ̀tọ́ láti ṣe ohunkóhun tí yóò mú ìparun bá èyíkéyìí nínú àwọn ẹ̀tọ́ àti òmìnira tí a kéde yìí.,"Nothing in this Declaration may be interpreted as implying for any State, group or person any right to engage in any activity or to perform any act aimed at the destruction of any of the rights and freedoms set forth herein."
ID_xXFFphJQ,Ilé nÌjèṣàá ti ń múná lọ sóko.,It is from the home that the Ìjèṣà person takes fire to the farm.
ID_xXzXuKBT,hmm (Pòṣé),hmm (Hisses)
ID_xYKwTjAI,Ǹjẹ́ o máa ń se oúnjẹ ní ilé bí? Ǹjẹ́ o ti gbìdánwò rẹ láti se atunṣe ìlànà ìgbọ́únjẹ ìdílé?,Do you have the habit of cooking at home? Have you ever tried to reproduce any family recipe?
ID_xYZtOkRW,Ìjọba ìpínlẹ̀ Èkó ní àwọn ènìyàn méwàá tó farakáásáá níbi ìsẹ̀lẹ̀ iná tó sẹlẹ̀ ní ọjọ́  kẹ̀rin oṣù Agẹmọ ní ìlú Ìjegun lóti dágbéré fún áyé bótijépé iná ohun ti jó wọn kọjá sísọ.,The Lagos State Government says that ten victims of the July 4  Ijegun pipeline explosion have died due to severe and high degree burns suffered from the inferno.
ID_xYnYvBbO,Iré Àṣà Ọ̀fẹ́ láti ọwọ́ Molle Industria. CC BY-NC-SA 3.0,Free Culture Game by Molle Industria. CC BY-NC-SA 3.0
ID_xZJFMpFF,"Nínú ìpàdé náà, Arákùnrin Geoffrey Jackson, ọ̀kan lára Ìgbìmọ̀ Olùdarí kéde pé a ti mú Bíbélì Mímọ́ ti Ìtumọ̀ Ayé Tuntun tá a tún ṣe jáde ní èdè Isoko àti Yorùbá.","During the event, Geoffrey Jackson, a member of the Governing Body, announced the release of the revised New World Translation of the Holy Scriptures in Isoko and Yoruba."
ID_xZMoYvfu,Ṣàyẹ̀wò àwọn ìpín rẹ.,Check your units.
ID_xZPCViCa,"Ṣùgbón nígbà tí wọ́n bá ọ̀wọ́ àwọn ènìyàn kan tí wọn kò tilẹ̀ nílé lórí sọ̀rọ̀, wọ́n ranrí pé àwọn kò fẹ́, ariwo: “A fẹ́ ìwé ìròyìn tí yóò máa sọ nípa wa” ni wọ́n ń pa.","But when they contacted a group of homeless people, they were adamant: “We want a newspaper about us”."
ID_xZWspkWC,Bí a ṣe lè: Lo OTR fún Mac,How to: Use OTR for Mac
ID_xZeuaYVa,Ìjì Líle Jà ní Íńdíà,Cyclone Gaja Strikes India
ID_xZhMfYkR,"Ṣùgbọ́n ní báyìí, ìfipáńpẹ́-ọba-gbé àti ìṣekúpani tó ń peléke sí i lẹ́nu lọ́ọ́lọ́ yìí ní ìpínlẹ̀ Èkó ni ó tún ta àwọn ènìyàn jí láti rí i pé ó wá sí ìmúṣẹ —lẹ́yìn tí Ikọ̀ SARS ti kọ́kọ́ di tíkúkà ní ẹ̀ẹ̀mẹrin ọ̀tọ̀ọ̀tọ̀ láàárín ọdún mẹ́rin — ti fa ìwó̩de ọ̀pọ̀lọpọ̀ ènìyàn nígboro.","But this time, several recent arrests and killings in Lagos State sparked the zeal to make this a reality — after the SARS was disbanded about four times in four years — has driven mass action on the streets."
ID_xZhtAvzk,"Ẹni tí ó sùn tó ní òún kú, tó bá jí, ta ni yó wìí fún?","The person who is asleep but spreads the word that he or she is dead, when he or she awakens whom will he or she tell?"
ID_xZsTWINt,Ojú tó ti rókun ò ní rọ́sà kó bẹ̀rù.,The eyes that have seen the ocean will not tremble at the sight of the lagoon.
ID_xZxTMxbS,"Mo mọ̀ pé o wà nínú ilé, ṣí ilẹ̀kùn","I know you are in there, open the door"
ID_xaGsmNBp,---Ìlàkàkà láti fi òpin sí òkúrorò SARS ẹ̀ka ilé-isẹ́ ọlọ́pàá ilẹ̀ Nàìjííríà ń tẹ̀síwájú.,---The struggle to end Nigeria's brutal SARS police unit continues
ID_xaZBLLiu,Ṣé  mummy ni?,Is it mummy?
ID_xaaSBJlR,"Ẹ̀wẹ̀, lẹ́yìn tí ife-ẹ̀yẹ ọ̀hún ti lọ káàkiri ọgbọ́n orílẹ̀-èdè láti inú oṣù kínní tí ó ti bẹ̀ẹ̀rẹ̀ ìrìn àjò rẹ̀, ife-ẹ̀yẹ tí ó gbayì jùlọ ọ̀hún padà balẹ̀ sílùú Abuja, lẹ́yìn tí Christian Karembeu ṣàgbékalẹ̀ rẹ̀ fún ará-ìlú àkọ́kọ́ lórílẹ̀-èdè yìí.","After the world cup has toured thirty nations since the first month it has started its journey, the most famous cup landed in Abija, after Christian Karembeu presented it to the nation first citizen."
ID_xasuZHUt,Ọbẹ̀ tóo sè tílé fi jóná wàá sọ ọ́.,"The sort of stew you cooked and set the house on fire, you will explain."
